0,-3.3208,10.839
0.01,100,3.0536
0.02,-12.48,17.049
0.03,28.053,11.655
0.04,10.218,9.9109
0.05,0,7.1155
0.06,13.596,100
0.07,7.6494,5.8247
0.08,0,14.751
0.09,-8.2433,9.848
0.1,9.289,11.788
0.11,18.566,100
0.12,25.07,6.7973
0.13,12.428,13.88
0.14,-7.1865,11.6
0.15,15.135,4.4298
0.16,17.613,13.385
0.17,-17.122,10.997
0.18,20.626,6.2387
0.19,9.8219,10.501
0.2,0.73232,4.7858
0.21,-4.1161,5.1449
0.22,-1.6208,14.751
0.23,8.1222,7.0053
0.24,1.6581,9.3369
0.25,-6.9653,6.6809
0.26,13.093,9.5164
0.27,18.195,15.13
0.28,9.3479,16.923
0.29,8.8962,5.1553
0.3,-16.575,-0.51838
0.31,25.714,15.982
0.32,8.1341,14.727
0.33,23.849,8.431
0.34,15.097,9.0053
0.35,-2.488,11.458
0.36,12.671,11.702
0.37,25.767,5.7938
0.38,3.5291,9.5474
0.39,3.3862,14.723
0.4,8.6065,10.262
0.41,10.493,6.783
0.42,37.269,11.674
0.43,35.581,100
0.44,20.034,7.4794
0.45,-23.723,10.552
0.46,-0.6964,0
0.47,4.5703,12.42
0.48,22.844,17.114
0.49,13.741,0
0.5,1.102,5.6749
0.51,29.337,3.6752
0.52,0,8.8966
0.53,4.1761,10.753
0.54,18.712,6.5209
0.55,-12.928,0
0.56,24.414,12.173
0.57,34.795,13.567
0.58,16.558,10.026
0.59,15.935,11.851
0.6,-30.502,9.2164
0.61,-2.7786,9.6978
0.62,12.668,0
0.63,15.143,5.2753
0.64,100,0
0.65,26.963,13.601
0.66,28.148,3.9176
0.67,-7.9382,12.404
0.68,12.844,10.317
0.69,25.78,13.405
0.7,20.381,11.459
0.71,20.908,11.354
0.72,-4.9512,13.215
0.73,15.596,9.034
0.74,6.4054,6.2397
0.75,0,12.35
0.76,24.759,14.194
0.77,-4.1504,11.004
0.78,15.81,4.5731
0.79,28.015,0.67595
0.8,-10.101,11.948
0.81,10.626,2.0695
0.82,-19.519,6.1724
0.83,8.3958,9.5488
0.84,29.199,12.17
0.85,4.0739,4.5513
0.86,-6.3416,5.5069
0.87,16.619,5.5607
0.88,29.69,0
0.89,0,10.178
0.9,-18.436,12.353
0.91,-5.5963,7.4843
0.92,10.925,16.551
0.93,11.021,100
0.94,12.55,7.7527
0.95,3.1647,11.275
0.96,-4.0981,6.335
0.97,14.352,4.9746
0.98,3.2306,15.219
0.99,22.548,9.9571
1,100,5.8378
1.01,26.809,10.467
1.02,8.6805,14.931
1.03,-15.887,7.962
1.04,27.77,5.4601
1.05,3.3784,10.851
1.06,-8.2117,7.937
1.07,12.534,-2.262
1.08,-32.772,8.1574
1.09,-4.5461,7.0246
1.1,19.429,13.786
1.11,3.2411,15.748
1.12,-0.81187,15.116
1.13,-7.4309,16.327
1.14,0,17.942
1.15,11.944,14.947
1.16,22.969,10.137
1.17,20.298,16.277
1.18,16.113,5.5145
1.19,21.771,7.5629
1.2,8.377,11.058
1.21,-14.864,14.888
1.22,-11.182,7.3302
1.23,41.038,1.8334
1.24,10.845,7.8882
1.25,10.981,7.0618
1.26,-5.4088,14.37
1.27,14.305,16.852
1.28,9.0972,10.042
1.29,36.222,8.9496
1.3,2.7871,9.2727
1.31,10.057,7.9499
1.32,100,9.062
1.33,20.124,6.1844
1.34,8.1206,8.897
1.35,5.1211,9.3326
1.36,14.508,10.087
1.37,15.124,12.381
1.38,23.354,3.193
1.39,-14.191,108.5
1.4,6.5444,8.1544
1.41,4.8899,9.3654
1.42,23.015,11.909
1.43,10.831,10.396
1.44,3.3553,12.59
1.45,18.206,0
1.46,-9.0413,13.197
1.47,14.051,13.112
1.48,46.068,12.283
1.49,-9.041,16.42
1.5,1.6019,9.885
1.51,25.637,12.128
1.52,18.311,12.819
1.53,4.3158,17.442
1.54,7.738,9.7756
1.55,1.4876,14.014
1.56,15.751,0
1.57,-11.722,19.052
1.58,5.3647,16.438
1.59,13.013,0
1.6,-14.306,17.194
1.61,-3.9979,13.407
1.62,22.935,12.585
1.63,26.567,144.5
1.64,29.785,8.606
1.65,-5.1198,16.932
1.66,34.411,9.9699
1.67,33.482,18.093
1.68,11.192,15.444
1.69,3.5223,18.494
1.7,13.152,12.096
1.71,17.583,156.5
1.72,33.263,14.121
1.73,13.767,15.678
1.74,19.397,15.055
1.75,2.957,14.635
1.76,12.353,16.473
1.77,3.3814,10.802
1.78,2.1183,15.71
1.79,33.03,19.996
1.8,17.777,20.474
1.81,34.243,16.636
1.82,27.14,17.455
1.83,4.6577,16.761
1.84,30.871,13.589
1.85,24.305,16.138
1.86,0.95551,18.546
1.87,15.703,21.627
1.88,23.322,20.047
1.89,31.174,17.791
1.9,0,17.969
1.91,27.647,20.258
1.92,6.1112,22.964
1.93,7.4637,19.773
1.94,26.309,19.008
1.95,18.026,0
1.96,-6.3359,19.145
1.97,40.154,19.531
1.98,10.23,17.949
1.99,15.238,22.048
2,29.152,22.328
2.01,23.207,201.5
2.02,34.078,15.328
2.03,6.1846,22.918
2.04,36.812,18.005
2.05,25.381,19.059
2.06,0,24.254
2.07,12.786,22.217
2.08,-0.56578,212
2.09,7.6287,21.204
2.1,29.069,0
2.11,19.714,21.758
2.12,10.862,19.814
2.13,5.0622,20.898
2.14,-0.53458,22.347
2.15,222.5,22.47
2.16,12.814,23.925
2.17,25.961,20.889
2.18,32.519,23.689
2.19,-2.1486,20.867
2.2,10.215,24.606
2.21,30.596,21.683
2.22,19.995,22.539
2.23,19.72,24.328
2.24,41.557,26.398
2.25,32.235,25.664
2.26,-2.4427,23.529
2.27,41.155,24.564
2.28,17.137,24.198
2.29,28.594,22.575
2.3,27.376,26.621
2.31,35.477,23.219
2.32,42.188,23.79
2.33,20.349,24.919
2.34,39.377,25.658
2.35,33.566,252.5
2.36,38.157,254
2.37,12.755,25.321
2.38,19.506,25.856
2.39,255,25.751
2.4,36.289,25.449
2.41,255,26.141
2.42,19.046,26.216
2.43,26.001,26.453
2.44,40.242,27.537
2.45,22.22,26.279
2.46,11.384,0
2.47,40.479,27.083
2.48,15.766,27.292
2.49,14.901,26.86
2.5,32.03,26.966
2.51,16.209,27.228
2.52,13.112,27.47
2.53,14.649,28.399
2.54,31.699,0
2.55,35.272,28.552
2.56,10.706,28.405
2.57,42.542,28.529
2.58,17.813,28.585
2.59,36.13,28.679
2.6,37.084,28.988
2.61,20.144,28.921
2.62,59.94,29.102
2.63,29.82,29.276
2.64,27.03,29.652
2.65,31.73,29.78
2.66,27.128,29.878
2.67,28.878,30.051
2.68,28.605,30.312
2.69,26.336,30.264
2.7,35.08,30.578
2.71,30.028,30.547
2.72,39.874,30.511
2.73,49.718,30.673
2.74,31.044,31.075
2.75,39.469,31.167
2.76,29.8,31.472
2.77,36.882,31.138
2.78,22.164,31.787
2.79,37.702,31.438
2.8,25.861,32.838
2.81,45.149,32.776
2.82,39.452,255
2.83,27.547,32.127
2.84,22.9,32.899
2.85,39.185,255
2.86,27.923,32.6
2.87,40.669,34.018
2.88,42.277,31.416
2.89,41.33,32.403
2.9,30.074,34.006
2.91,42.209,255
2.92,7.1041,34.451
2.93,34.742,33.472
2.94,28.136,33.824
2.95,27.528,34.51
2.96,16.074,34.128
2.97,38.648,33.984
2.98,46.901,35.513
2.99,33.015,34.378
3,37.327,35.036
3.01,50.165,35.498
3.02,34.46,35.725
3.03,52.707,255
3.04,52.023,34.618
3.05,42.022,37.268
3.06,30.425,35.281
3.07,44.106,35.662
3.08,255,38.134
3.09,40.775,255
3.1,20.848,37.06
3.11,31.323,37.851
3.12,44.197,38.044
3.13,49.958,38.025
3.14,36.712,36.687
3.15,36.548,37.981
3.16,22.174,38.495
3.17,36.349,38.529
3.18,28.077,38.927
3.19,39.785,37.805
3.2,38.617,37.445
3.21,33.192,35.248
3.22,43.103,35.646
3.23,46.121,39.884
3.24,33.655,39.108
3.25,32.019,39.788
3.26,44.416,37.024
3.27,34.211,38.433
3.28,41.636,0
3.29,32.487,38.765
3.3,24.523,37.423
3.31,47.333,38.32
3.32,29.139,37.901
3.33,41.439,41.793
3.34,52.845,40.232
3.35,36.269,43.552
3.36,48.095,42.665
3.37,49.639,41.881
3.38,33.214,37.524
3.39,52.099,42.807
3.4,45,39.841
3.41,34.43,39.682
3.42,45.312,43.547
3.43,36.74,38.554
3.44,38.961,44.605
3.45,35.694,42.114
3.46,51.392,43.364
3.47,52.374,42.555
3.48,32.657,45.174
3.49,33.294,44.924
3.5,32.671,39.906
3.51,39.424,44.548
3.52,47.496,41.51
3.53,41.141,38.732
3.54,40.722,46.878
3.55,46.701,38.231
3.56,40.518,41.707
3.57,29.585,46.637
3.58,40.675,45.529
3.59,42.682,44.673
3.6,45.058,40.177
3.61,49.872,45.81
3.62,42.895,42.38
3.63,32.532,255
3.64,53.451,50
3.65,38.549,43.864
3.66,44.097,53.329
3.67,33.355,40.34
3.68,48.417,42.89
3.69,59.303,46.572
3.7,52.277,255
3.71,39.807,47.967
3.72,0,48.803
3.73,47.047,47.205
3.74,48.797,49.279
3.75,40.577,46.033
3.76,47.788,50.908
3.77,39.16,54.705
3.78,46.558,44.527
3.79,59.636,47.248
3.8,32.235,45.25
3.81,57.63,44.853
3.82,48.036,51.173
3.83,53.75,47.156
3.84,49.148,49.634
3.85,0,50.617
3.86,46.395,43.993
3.87,48.285,0
3.88,44.525,45.128
3.89,61.696,52.204
3.9,50.117,45.978
3.91,53.585,46.357
3.92,49.147,51.067
3.93,51.134,46.509
3.94,58.861,44.414
3.95,47.042,51.168
3.96,44.193,53.164
3.97,56.116,50.328
3.98,36.646,48.365
3.99,54.926,48.68
4,53.433,41.412
4.01,48.866,0
4.02,45.778,46.029
4.03,255,49.227
4.04,51.036,51.616
4.05,57.291,46.724
4.06,0,46.49
4.07,48.144,47.182
4.08,57.491,48.132
4.09,47.255,53.875
4.1,47.531,45.309
4.11,44.491,51.12
4.12,50.349,52.61
4.13,57.35,55.76
4.14,49.358,0
4.15,48.662,0
4.16,63.817,51.272
4.17,45.757,47.794
4.18,61.359,52.668
4.19,59.812,54.454
4.2,48.255,51.063
4.21,50.354,53.149
4.22,53.951,57.861
4.23,47.641,45.514
4.24,57.73,58.477
4.25,57.776,61.342
4.26,45.712,47.052
4.27,52.325,55.73
4.28,50.003,53.419
4.29,55.856,49.223
4.3,56.355,55.15
4.31,57.417,52.089
4.32,58.411,52.414
4.33,58.886,51.848
4.34,50.726,60.542
4.35,60.12,64.154
4.36,51.641,51.956
4.37,55.721,58.454
4.38,62.747,57.359
4.39,54.128,52.826
4.4,47.225,54.52
4.41,60.076,47.111
4.42,255,57.866
4.43,51.485,59.34
4.44,57.382,59.331
4.45,54.555,54.912
4.46,52.492,51.261
4.47,255,44.264
4.48,72.932,49.536
4.49,57.809,44.657
4.5,61.168,63.257
4.51,64.096,58.037
4.52,46.593,58.998
4.53,58.431,58.333
4.54,62.376,59.193
4.55,56.744,68.849
4.56,61.412,57.087
4.57,56.679,61.083
4.58,58.396,59.286
4.59,57.961,56.451
4.6,61.671,57.73
4.61,0,53.431
4.62,52.681,62.988
4.63,56.892,54.797
4.64,57.57,0
4.65,57.21,57.216
4.66,56.981,61.111
4.67,63.752,67.882
4.68,68.289,64.26
4.69,64.772,61.803
4.7,64.472,58.841
4.71,67.629,0
4.72,60.609,58.578
4.73,0,62.647
4.74,64.115,0
4.75,62.744,80.165
4.76,0,61.186
4.77,69.608,60.907
4.78,61.712,0
4.79,67.768,61.484
4.8,61.64,61.588
4.81,63.698,0
4.82,67.975,59.246
4.83,62.383,65.117
4.84,61.552,67.467
4.85,64.734,66.457
4.86,64.04,255
4.87,65.056,62.612
4.88,63.423,70.085
4.89,64.56,67.841
4.9,55.268,0
4.91,61.908,64.637
4.92,64.932,70.626
4.93,66.295,73.742
4.94,68.439,68.822
4.95,61.288,65.347
4.96,62.758,60.858
4.97,65.599,59.524
4.98,64.772,63.598
4.99,67.085,60.809
5,60.938,63.01
5.01,66.211,69.713
5.02,65.021,74.182
5.03,66.831,60.221
5.04,63.845,53.708
5.05,63.602,65.938
5.06,64.803,66.062
5.07,64.571,59.645
5.08,70.458,61.519
5.09,66.329,67.701
5.1,69.62,62.994
5.11,69.939,79.794
5.12,69.412,62.347
5.13,61.916,59.808
5.14,63.793,55.134
5.15,69.933,73.842
5.16,67.142,63.976
5.17,69.465,67.916
5.18,69.433,69.236
5.19,68.191,65.792
5.2,69.82,56.263
5.21,72.475,0
5.22,69.738,82.681
5.23,68.392,69.683
5.24,71.418,83.116
5.25,69.578,54.759
5.26,68.301,77.665
5.27,69.371,69.444
5.28,69.101,0
5.29,70.859,73.293
5.3,69.905,84.424
5.31,71.578,69.875
5.32,70.59,66.711
5.33,68.166,76.913
5.34,70.375,62.059
5.35,70.503,255
5.36,68.91,70.211
5.37,71.372,69.036
5.38,72.201,66.908
5.39,69.308,80.351
5.4,73.6,55.195
5.41,73.252,69.19
5.42,72.524,69.866
5.43,72.439,66.376
5.44,68.732,63.301
5.45,75.124,71.376
5.46,73.665,81.755
5.47,70.536,61.562
5.48,70.388,75.202
5.49,72.346,58.186
5.5,73.149,69.946
5.51,73.826,76.521
5.52,73.89,69.654
5.53,70.76,77.016
5.54,255,77.513
5.55,74.17,60.345
5.56,73.967,64.908
5.57,73.62,86.617
5.58,0,89.707
5.59,71.219,75.071
5.6,74.966,77.637
5.61,0,62.209
5.62,73.968,72.531
5.63,76.229,0
5.64,72.658,75.509
5.65,75.211,78.977
5.66,76.121,87.358
5.67,75.093,85.274
5.68,75.504,85.855
5.69,74.367,73.013
5.7,76.49,83.602
5.71,75.437,72.202
5.72,74.866,85.795
5.73,75.871,90.712
5.74,75.876,81.869
5.75,74.668,60.889
5.76,75.635,84.253
5.77,78.125,68.556
5.78,76.971,63.652
5.79,0,85.298
5.8,76.977,86.531
5.81,76.746,77.567
5.82,76.773,68.157
5.83,77.608,74.971
5.84,78.122,80.518
5.85,77.719,79.927
5.86,78.087,68.456
5.87,77.52,77.518
5.88,77.63,90.655
5.89,78.271,79.627
5.9,78.24,66.194
5.91,78.261,72.693
5.92,78.933,80.648
5.93,78.922,71.775
5.94,79.186,84.925
5.95,79.384,91.367
5.96,79.187,80.074
5.97,79.617,71.059
5.98,79.551,74.334
5.99,79.843,82.9
6,80,79.916
6.01,80.11,67.638
6.02,80.345,81.146
6.03,80.384,95.363
6.04,80.536,87.875
6.05,80.808,71.933
6.06,80.579,80.133
6.07,255,57.701
6.08,80.851,101.31
6.09,81.609,66.718
6.1,81.167,71.677
6.11,0,67.554
6.12,81.429,66.501
6.13,82.338,90.015
6.14,81.839,90.828
6.15,82.351,84.847
6.16,82.037,71.685
6.17,83.076,86.372
6.18,83.225,81.141
6.19,83.514,109.86
6.2,82.943,76.282
6.21,83.864,90.65
6.22,83.714,83.772
6.23,82.853,70.681
6.24,84.351,88.134
6.25,0,84.415
6.26,84.053,86.104
6.27,84.733,81.932
6.28,86.173,90.005
6.29,84.421,95.729
6.3,85.73,80.511
6.31,86.233,79.15
6.32,84.841,84.013
6.33,85.709,101.43
6.34,85.706,80.297
6.35,85.854,0
6.36,0,100.01
